개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
3130000,PHMA220123130033021200001,20120803,,01,영업/정상,13,영업중,,,,,374-3111,,,서울특별시 마포구 성산동 200번지 22호 SMC 지하1층~5층,"서울특별시 마포구 월드컵북로 165, 지하1층~5층 (성산동, SMC)",03948,에스엠씨요양병원,2017.9.5 18:38,I,2018.8.31 23:59,요양병원(일반요양병원),191971.0071,451626.1744,요양병원(일반요양병원),19,19,120,2335.92,122 120 118 116 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 영상의학과, 병리과, 재활의학과, 가정의학과",,,,0,0,,,0,
3130000,PHMA220133130033021200001,20130717,,01,영업/정상,13,영업중,,,,,333-2882,,,"서울특별시 마포구 동교동 166번지 1호 (3, 4층)","서울특별시 마포구 양화로 178, 3층 (동교동)",04051,네모치과병원,2019.1.14 11:35,U,2019.1.16 2:40,치과병원,193316.9003,450586.8651,치과병원,2,0,0,161.07,401,치과,,,,0,0,,,0,
3130000,PHMA220133130033021200002,20130821,,01,영업/정상,13,영업중,,,,,716-2600,,,서울특별시 마포구 도화동 566번지 자람빌딩 3층,"서울특별시 마포구 마포대로 78, 자람빌딩 3층 (도화동)",04168,한그루치과병원,2019.1.14 11:33,U,2019.1.16 2:40,치과병원,195494.0212,448852.3798,치과병원,4,0,0,455.2,402 403 404 405 406 407 408 409 411 410,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",,,,0,0,,,0,
3230000,PHMA220213230034021200004,2021.8.26,,01,영업/정상,13,영업중,,,,,02-512-0750,1049.22,,,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",05790,365다시재한방병원,2024.2.15 15:21,U,2023.12.1 23:07,한방병원,212511.6556,442722.3711,,,,,,,,,,,,,,,,
3230000,PHMA220193230034021200005,2019.7.1,,01,영업/정상,13,영업중,,,,,02-2222-8100,4307.51,,,"서울특별시 송파구 법원로11길 32, 지하2~1층, 지상5~11층,13층 (문정동)",05836,대전대학교서울한방병원,2024.4.16 13:07,U,2023.12.3 23:08,한방병원,,,,,,,,,,,,,,,,,,
3130000,PHMA220153130033021200001,20150313,,01,영업/정상,13,영업중,,,,,02-719-2275,,,"서울특별시 마포구 노고산동 57번지 1호 그랜드플라자 10층,11층","서울특별시 마포구 신촌로 94, 10층,11층 (노고산동, 그랜드플라자)",04058,신촌다인치과병원,2022.8.18 18:22,U,2021.12.7 22:00,치과병원,194273.5981,450318.7241,,,,,,,,,,,,,,,,
3140000,PHMA220143140033021200001,20140827,,03,폐업,03,폐업,20160601,,,,02-2649-1140,,,"서울특별시 양천구 목동 606번지 14호 지하1층, 2층~6층","서울특별시 양천구 등촌로 230 (목동, 지하1층, 2층~6층)",07946,아이토마토한방병원,2016.5.31 14:38,I,2018.8.31 23:59,한방병원,187930.0378,449767.4418,한방병원,4,11,32,1621.99,101 301 120 305 308 111 303 105,"내과, 정형외과, 소아청소년과, 재활의학과, 한방내과, 한방소아과, 한방신경정신과, 침구과",,,,0,0,,,0,
3140000,PHMA220133140033021200002,20131108,,03,폐업,03,폐업,20140827,,,,02-2649-1140,,158811,서울특별시 양천구 목동 606번지 14호,서울특별시 양천구 등촌로 230 (목동),158811,동서융합병원,2014.8.27 17:34,I,2018.8.31 23:59,병원,187930.0378,449767.4418,병원,7,11,30,1621.99,101 120 111 301 305 308,"내과, 소아청소년과, 재활의학과, 한방내과, 한방신경정신과, 침구과",,,,0,0,,,0,
3140000,PHMA220133140033021200001,20130419,,03,폐업,03,폐업,20160324,,,,02-2696-5601,,158840,서울특별시 양천구 신월동 546번지 27호,서울특별시 양천구 신월로 151 (신월동),08032,서울세정병원,2016.3.28 11:36,I,2018.8.31 23:59,병원,185827.9756,446176.1941,병원,4,21,67,1752,101 105 104 111 113 114 115 116,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과",,,,0,0,,,0,
3140000,PHMA220063140033021200002,20081117,,03,폐업,03,폐업,20121029,20120812,20121110,,,,,서울특별시 양천구 신월4동 546-27,서울특별시 양천구 신월로 151 (신월동),158840,세정병원,2012.10.29 15:48,I,2018.8.31 23:59,병원,185827.9756,446176.1941,병원,4,21,67,1395,101 105 109,"내과, 정형외과, 마취통증의학과",,,,0,0,,,0,
3140000,PHMA220083140033021200001,20081230,,03,폐업,03,폐업,20120401,,,,,,158071,"서울특별시 양천구 신정동 1023번지 12호 에벤에셀빌딩 401호, 402호","서울특별시 양천구 은행정로 5, 401호, 402호 (신정동, 에벤에셀빌딩)",158861,서울그린치과병원,2012.3.29 15:56,I,2018.8.31 23:59,치과병원,187520.3068,446450.3473,치과병원,5,0,0,199.5,201 202 203 206 205 204 208 209 207 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과",,,,0,0,,,0,
3140000,PHMA220103140033021200002,20101027,,03,폐업,03,폐업,20150828,,,,1577-2894,,158766,서울특별시 양천구 목동 962번지 목동트라팰리스 웨스턴에비뉴 6층,"서울특별시 양천구 오목로 299 (목동, 목동트라팰리스 6층)",08001,목동아이엠치과병원,2015.8.28 14:18,I,2018.8.31 23:59,치과병원,188472.7592,447091.856,치과병원,4,0,0,634.55,202 205 208 203 206 209 204 201 207 401,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 치과",,,,0,0,,,0,
3140000,PHMA220113140033021200001,20110211,,03,폐업,03,폐업,20200314,,,,02-2696-0119,,,"서울특별시 양천구 신월동 549번지 4호 2,3,4층","서울특별시 양천구 신월로 156, 2,3,4층 (신월동)",08065,서울인화요양병원,2020.3.19 12:13,U,2020.3.21 2:40,요양병원(일반요양병원),185887.9473,446136.0982,요양병원(일반요양병원),12,18,94,1568.04,101 102 120 122,"내과, 신경과, 재활의학과, 가정의학과",,,,0,0,,,0,
3130000,PHMA220173130033021200001,2017.12.28,,01,영업/정상,13,영업중,,,,,02-1644-3099,2099.97,,서울특별시 마포구 마포동 33번지 1호 대농빌딩,"서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)",04167,연세한강병원,2023.12.12 18:09,U,2022.11.1 23:04,병원,195051.5337,448575.9565,,,,,,,,,,,,,,,,
3230000,PHMA220053230034021201566,2005.1.14,,02,휴업,02,휴업,,2023.4.30,2025.4.30,,02-3401-2211,2011.89,,서울특별시 송파구 오금동 77번지 인애가요양병원,"서울특별시 송파구 마천로15길 6, 인애가요양병원 (오금동)",05723,의료법인일맥의료재단 인애가요양병원,2024.4.24 17:48,U,2023.12.3 22:06,요양병원(일반요양병원),211904.8418,444786.2611,,,,,,,,,,,,,,,,
3230000,PHMA220143230034021200002,2014.2.6,,01,영업/정상,13,영업중,,,,,02-1899-5230,2777.96,,,"서울특별시 송파구 송파대로 562, 2,3,8층 (신천동, 한빛프라자,삼성웰리스아파트)",05510,미래본병원,2024.4.5 11:23,U,2023.12.4 0:07,병원,208730.6335,445905.0255,,,,,,,,,,,,,,,,
3140000,PHMA220183140033021200001,2018.5.30,,01,영업/정상,13,영업중,,,,,02-6927-3646,1338.81,,"서울특별시 양천구 신정동 943번지 19호 B02,B01, 지상2~5층",서울특별시 양천구 중앙로 300 (신정동),08019,목동제일여성병원,2024.4.16 11:28,U,2023.12.3 23:08,병원,186831.1584,446764.9159,,,,,,,,,,,,,,,,
3140000,PHMA220033140033021200001,2003.7.28,,01,영업/정상,13,영업중,,,,,02-2651-7500,2309.75,,,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",07968,포미즈여성병원,2024.4.16 11:28,U,2023.12.3 23:08,병원,188635.2309,449396.8064,,,,,,,,,,,,,,,,
3140000,PHMA219853140033021200001,19850517,,03,폐업,03,폐업,20090508,,,,2644-1313,,,서울특별시 양천구 목4동 793-3,,,연세허브병원,2009.5.8 18:40,I,2018.8.31 23:59,병원,,,병원,11,0,203,4327,101 104 111 110 116 118 120 109 106,"내과, 외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 병리과, 재활의학과",,,,0,0,,,0,
3140000,PHMA220183140033021200002,20181211,,03,폐업,03,폐업,20210315,,,,02-3663-9090,,,,"서울특별시 양천구 오목로 282, 서원빌딩 지하1층~3층층 (목동)",08003,목동성모요양병원,2021.3.15 17:47,U,2021.3.17 2:40,요양병원(일반요양병원),188309.627,446993.8716,요양병원(일반요양병원),5,28,97,2393.59,101 102 103 104 106 120 122 306 307 308,"내과, 신경과, 정신건강의학과, 외과, 신경외과, 재활의학과, 가정의학과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,
3170000,PHMA220113170035021200001,20110302,,03,폐업,03,폐업,20210903,,,,028911801,,153864,서울특별시 금천구 시흥1동 999번지 29호,서울특별시 금천구 시흥대로 239 (시흥동),08614,뉴연세여성병원,2021.9.1 11:17,U,2021.9.3 2:40,병원,191074.222,439241.8052,병원,5,16,31,1825.33,110 108 101 111 114,"내과, 성형외과, 산부인과, 소아청소년과, 피부과",,,,0,0,,,0,
3140000,PHMA220123140033021200002,2012.9.4,,03,폐업,03,폐업,2024.3.29,,,,02-2601-2611,1551.72,158-841,서울특별시 양천구 신월동 550번지 3호 승일뷰티타워 8~9층,"서울특별시 양천구 신월로 164, 8층 9층 (신월동, 승일뷰티타워)",08064,라온휴병원,2024.4.15 13:32,U,2023.12.3 23:07,병원,185962.8095,446176.171,,,,,,,,,,,,,,,,
3140000,PHMA220073140033021200001,2007.6.1,,01,영업/정상,13,영업중,,,,,02-2696-6568,1337,158-074,서울특별시 양천구 신정동 942번지 12호,"서울특별시 양천구 오목로 121 (신정동, 양천효요양병원)",07942,양천효요양병원,2024.4.15 13:33,U,2023.12.3 23:07,요양병원(일반요양병원),186770.9433,446907.8412,,,,,,,,,,,,,,,,
3140000,PHMA220113140033021200002,2011.3.28,,01,영업/정상,13,영업중,,,,,1566-6688,39324.84,158-073,서울특별시 양천구 신정3동 1320번지 7호,서울특별시 양천구 신정이펜1로 20 (신정동),08049,서울특별시서남병원,2024.4.16 11:27,U,2023.12.3 23:08,종합병원,185179.3589,445532.4449,,,,,,,,,,,,,,,,
3140000,PHMA220093140033021200001,2009.5.19,,01,영업/정상,13,영업중,,,,,-4419,544.1,,,"서울특별시 양천구 목동서로 285, 황금프라자 10층 (신정동)",08011,목동중앙치과병원,2023.9.20 9:46,U,2022.12.8 22:02,치과병원,188363.7254,446631.2469,,,,,,,,,,,,,,,,
3140000,PHMA220023140033021200001,20021231,,01,영업/정상,13,영업중,,,,,02-2691-2875,,158074,서울특별시 양천구 신정4동 888번지 47호,서울특별시 양천구 신정중앙로 103 (신정동),07938,이엔이치과병원,2021.4.28 17:47,U,2021.4.30 2:40,치과병원,187852.7234,447149.1832,치과병원,2,0,0,288,411 410 409 408 407 406 405 404 403 402 401,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",,,,0,0,,,0,
3150000,PHMA220123150037021200004,20121112,,03,폐업,03,폐업,20150623,,,,02-6671-3111,,157221,서울특별시 강서구 방화동 495번지 26호 지상1층~지상6층,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",157849,강서사랑요양병원,2015.6.23 13:59,I,2018.8.31 23:59,요양병원(일반요양병원),182940.0867,452319.805,요양병원(일반요양병원),20,26,158,2269.69,101 113 122 105 115 114 308,"내과, 정형외과, 이비인후과, 피부과, 비뇨의학과, 가정의학과, 침구과",,,,0,0,,,0,
3150000,PHMA220133150037021200001,20130103,,03,폐업,03,폐업,20140620,,,,02-2603-9405,,157925,서울특별시 강서구 화곡동 1074번지 12호 청산빌딩4.5.6층,"서울특별시 강서구 화곡로 154, 4,5,6층 (화곡동, 청산빌딩)",157925,튼튼병원,2014.6.20 11:37,I,2018.8.31 23:59,병원,185697.9146,448754.4418,병원,6,4,30,1150.23,109 116,"마취통증의학과, 영상의학과",,,,0,0,,,0,
3150000,PHMA220143150037021200002,20140702,,03,폐업,03,폐업,20151222,,,,2698-2200,,157925,서울특별시 강서구 화곡동 1074번지 12호,"서울특별시 강서구 화곡로 154, 4층, 5층, 6층 (화곡동, 청산타워빌딩)",07715,강서초이스병원,2019.5.15 17:24,U,2019.5.17 2:40,병원,185697.9146,448754.4418,병원,6,4,30,1438,116 105 106,"정형외과, 신경외과, 영상의학과",,,,0,0,,,0,
3180000,PHMA220003180034021200006,20000831,,03,폐업,03,폐업,,,,,02-2068-7577,,,서울특별시 영등포구 영등포동7가   77-0,,,은송병원,2008.12.18 18:44,I,2018.8.31 23:59,병원,,,병원,0,0,0,0,101,내과,,,,0,0,,,0,
3240000,PHMA220183240033021200001,2018.2.22,,01,영업/정상,13,영업중,,,,,02-1577-0082,4272.11,,,서울특별시 강동구 천호대로 1151 (길동),05356,고은빛여성병원,2024.1.23 13:29,U,2023.11.30 22:05,병원,212244.5325,447998.3268,,,,,,,,,,,,,,,,
3240000,PHMA220143240033021200005,2014.10.28,,01,영업/정상,13,영업중,,,,,02-1577-2533,812.14,134-814,서울특별시 강동구 길동 459번지 1호,서울특별시 강동구 천호대로 1133 (길동),05355,남기세병원,2024.3.12 10:31,U,2023.12.2 23:04,병원,212084.0385,448058.4442,,,,,,,,,,,,,,,,
3150000,PHMA220053150037021200001,20050615,,03,폐업,03,폐업,20101027,,,,02-2691-1986,,157019,서울특별시 강서구 화곡본동 24번지 92호,,,성심효요양병원,2010.10.27 15:53,I,2018.8.31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),4,13,62,1547,105 106 120 101 111 115 102,"내과, 신경과, 정형외과, 신경외과, 소아청소년과, 비뇨의학과, 재활의학과",,,,0,0,,,0,
3240000,PHMA220033240033021200001,2003.12.5,,01,영업/정상,13,영업중,,,,,02-470-9114,3609.31,,서울특별시 강동구 천호동 452-1,서울특별시 강동구 천호대로 1043 (천호동),05335,서울미즈병원,2024.3.28 11:03,U,2023.12.2 21:00,병원,211252.4971,448379.7058,,,,,,,,,,,,,,,,
3150000,PHMA220063150037021200001,20060105,,03,폐업,03,폐업,20111101,,,,02-3663-9090,,157838,서울특별시 강서구 등촌1동 628번지 5호,서울특별시 강서구 화곡로 416 (등촌동),,엘더스요양병원,2013.4.29 18:22,I,2018.8.31 23:59,요양병원(일반요양병원),187117.2241,450868.7206,요양병원(일반요양병원),21,20,128,1906,101 102 120 122 104 303 306 307 304 301 308 305 302,"내과, 신경과, 외과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,
3150000,PHMA220063150037021200002,20060612,,03,폐업,03,폐업,20100303,,,,02-2666-0141,,157220,"서울특별시 강서구 방화동 486번지 6호 ,7,8,23,41","서울특별시 강서구 양천로1길 100 (방화동,,7,8,23,41)",,동인당효요양병원,2010.3.3 16:09,I,2018.8.31 23:59,요양병원(일반요양병원),183087.1435,452456.9636,요양병원(일반요양병원),20,24,119,2945,101 102 120 122 105 106 104 114 111,"내과, 신경과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 재활의학과, 가정의학과",,,,0,0,,,0,
3150000,PHMA220083150037021200001,20080620,,03,폐업,03,폐업,20180814,,,,02-3664-1155,,157807,"서울특별시 강서구 가양동 1479번지 10호 2, 4, 5, 8층","서울특별시 강서구 양천로57길 9-7, 2,4,5,8층 (가양동)",07527,큰나무병원,2018.7.27 11:21,I,2018.8.31 23:59,병원,186806.9189,451250.9894,병원,13,11,66,2359,120 105 106 104 101 111 114 115 109 102,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",,,,0,0,,,0,
3150000,PHMA220113150037021200002,20110615,,03,폐업,03,폐업,20170808,,,,2606-7582,,157866,서울특별시 강서구 화곡동 24번지 92호,서울특별시 강서구 화곡로 238 (화곡동),07679,비엠씨한방병원,2017.7.26 16:25,I,2018.8.31 23:59,한방병원,186277.2259,449342.6795,한방병원,5,10,61,1384.75,101 301 306 308 120 105 115,"내과, 정형외과, 비뇨의학과, 재활의학과, 한방내과, 한방재활의학과, 침구과",,,,0,0,,,0,
3150000,PHMA220113150037021200003,20111101,,03,폐업,03,폐업,20180630,,,,02-3663-9090,,157838,서울특별시 강서구 등촌1동 628번지 9호,서울특별시 강서구 화곡로 416 (등촌동),07548,강서성모요양병원,2018.5.16 17:32,I,2018.8.31 23:59,요양병원(일반요양병원),187160.6656,450873.0171,요양병원(일반요양병원),19,21,127,1908.99,101 104 102 120 103 122 307 308 306,"내과, 신경과, 정신건강의학과, 외과, 재활의학과, 가정의학과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,
3150000,PHMA220003150037021200001,20000328,,03,폐업,03,폐업,20180705,,,,02-2665-0911,,157849,서울특별시 강서구 방화1동 487번지 5호,서울특별시 강서구 양천로 45-5 (방화동),07516,뉴강서성심병원,2018.7.3 9:16,I,2018.8.31 23:59,병원,183039.0733,452352.0983,병원,8,11,27,1493.8,101 111 106 105 104 109 116 118 114 115 110 120 122,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 병리과, 재활의학과, 가정의학과",,,,0,0,,,0,
3150000,PHMA220013150037021200003,20011219,,03,폐업,03,폐업,20141031,20140904,20140930,,02-2699-8293,,157910,서울특별시 강서구 화곡1동 938번지 19호,서울특별시 강서구 곰달래로 54 (화곡동),157910,서울한방병원,2015.3.23 15:58,I,2018.8.31 23:59,한방병원,185684.8944,447532.2173,한방병원,4,8,38,817.92,301 302 303 304 305 308,"한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 침구과",,,,0,0,,,0,
3150000,PHMA220043150037021200001,20040622,,03,폐업,03,폐업,20120430,,,,02-2660-7500,,157823,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),157823,우리들병원,2012.4.30 15:48,I,2018.8.31 23:59,병원,182141.2055,451078.4799,병원,186,39,213,11377.96,106 105 109 116 107 101 120 117,"내과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 영상의학과, 방사선종양학과, 재활의학과",,,,0,0,,,0,
3240000,PHMA220203240033021200002,2020.11.5,,01,영업/정상,13,영업중,,,,,02-3013-3336,2283.64,,,"서울특별시 강동구 양재대로 1596, 3~6층 (명일동)",05295,봄담한방병원,2024.3.29 15:03,U,2023.12.4 0:01,한방병원,212634.1913,449540.4924,,,,,,,,,,,,,,,,
3150000,PHMA220203150037021200003,2020.7.8,,01,영업/정상,13,영업중,,,,,02-6949-0337,,,서울특별시 강서구 마곡동 799-11 파인스퀘어,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 3,4층 (마곡동)",07631,보금한방병원,2023.7.6 13:51,U,2022.12.7 0:08,한방병원,184844.8416,450680.3656,,,,,,,,,,,,,,,,
3240000,PHMA220083240033021200001,2008.8.29,,01,영업/정상,13,영업중,,,,,02-472-0114,2431.4,,서울특별시 강동구 성내동 387-47,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",05375,허리나은병원,2024.3.28 11:06,U,2023.12.2 21:00,병원,212096.0092,447813.5407,,,,,,,,,,,,,,,,
3150000,PHMA220173150037021200001,2017.1.11,,01,영업/정상,13,영업중,,,,,02-6954-6575,1350.53,,서울특별시 강서구 등촌동 700 플러스존,"서울특별시 강서구 공항대로41길 34, 플러스존 3,4층 (등촌동)",07587,경희생생한방병원,2024.1.16 6:00,U,2023.11.30 23:08,한방병원,186299.7427,450792.0165,,,,,,,,,,,,,,,,
3150000,PHMA220193150037021200002,2019.6.14,,01,영업/정상,13,영업중,,,,,02-2603-0300,,,,"서울특별시 강서구 금낭화로 9, 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",07614,강서바른세상병원,2023.6.21 16:55,U,2022.12.5 22:03,병원,183284.3881,451554.1104,,,,,,,,,,,,,,,,
3150000,PHMA220203150037021200002,2020.6.17,,01,영업/정상,13,영업중,,,,,1833-6375,4143.98,,서울특별시 강서구 마곡동 800번지 5호,"서울특별시 강서구 공항대로 228, 4,5층 (마곡동)",07806,무척바른한방병원,2023.8.9 8:51,U,2022.12.7 23:01,한방병원,185148.9003,450719.3803,,,,,,,,,,,,,,,,
3150000,PHMA220183150037021200001,20180731,,01,영업/정상,13,영업중,,,,,02-2695-1155,,,서울특별시 강서구 화곡동 1026번지 12호,"서울특별시 강서구 강서로 206, 2,3,4,5,6층 (화곡동)",07698,서울큰나무병원,2021.11.15 18:13,U,2021.11.17 2:40,병원,185617.4979,449153.638,병원,44,23,82,2194.34,116 120,"영상의학과, 재활의학과",,,,0,0,,,0,
3150000,PHMA220073150037021200002,20070823,,01,영업/정상,13,영업중,,,,,02-2604-9300,,,서울특별시 강서구 내발산동 678번지 7호 서울스타병원빌딩,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",07632,서울스타병원,2020.12.24 18:06,U,2020.12.26 2:40,병원,185458.9627,450122.6219,병원,34,19,57,3267.04,120 116 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과",,,,0,0,,,0,
3150000,PHMA220093150037021200001,20090717,,01,영업/정상,13,영업중,,,,,02-2608-2875,,,서울특별시 강서구 화곡동 114-100 세웅빌딩,"서울특별시 강서구 화곡로 186, 세웅빌딩 1~5층 (화곡동)",07727,더와이즈치과병원,2022.11.2 8:50,U,2021.11.1 0:04,치과병원,185980.8428,448892.6427,,,,,,,,,,,,,,,,
3150000,PHMA220163150037021200001,20160919,,01,영업/정상,13,영업중,,,,,02-2663-0075,,,서울특별시 강서구 방화동 495번지 26호,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",07516,365강서수요양병원,2020.10.6 5:44,U,2020.10.8 2:40,요양병원(일반요양병원),182940.0867,452319.805,요양병원(일반요양병원),19,29,165,2797.18,101 102 104 105 106 113 114 115 122,"내과, 신경과, 외과, 정형외과, 신경외과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",,,,0,0,,,0,
3150000,PHMA220043150037021200002,20040624,,01,영업/정상,13,영업중,,,,,02-2064-7575,,,서울특별시 강서구 방화동 273번지 7호,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",07592,솔병원,2018.3.28 9:34,I,2018.8.31 23:59,병원,183782.987,452237.3096,병원,26,13,49,2338.35,120 116 109 106 105,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",,,,0,0,,,0,
3150000,PHMA220193150037021200001,2019.3.18,,01,영업/정상,13,영업중,,,,,02-2066-7513,1955.37,,서울특별시 강서구 화곡동 1065번지 22호 터보빌딩,"서울특별시 강서구 강서로 173, 터보빌딩 7,8,9층 (화곡동)",07714,힘찬하나로한방병원,2023.12.8 15:35,U,2022.11.1 23:00,한방병원,185758.413,448865.3272,,,,,,,,,,,,,,,,
3150000,PHMA220223150037021200001,2022.2.25,,01,영업/정상,13,영업중,,,,,1544-5888,3070.4,,서울특별시 강서구 화곡동 1051-22,"서울특별시 강서구 강서로 179, 6~10층 (화곡동)",07714,서울원병원,2023.8.22 15:32,U,2022.12.7 22:04,병원,185725.1614,448911.2648,,,,,,,,,,,,,,,,
3150000,PHMA220193150037021200003,2019.6.18,,01,영업/정상,13,영업중,,,,,02-333-5151,3671.59,,서울특별시 강서구 마곡동 797 에이스타워 마곡,"서울특별시 강서구 공항대로 237, 에이스타워 마곡 3,4,5,6층 (마곡동)",07803,에스앤유서울병원,2023.10.27 15:51,U,2022.10.30 22:09,병원,185253.4782,450811.0376,,,,,,,,,,,,,,,,
3150000,PHMA220103150037021200003,2010.9.3,,01,영업/정상,13,영업중,,,,,02-1899-2228,,,,"서울특별시 강서구 강서로56길 38 (등촌동, 강서힘찬병원)",07591,강서힘찬병원,2023.4.5 15:51,U,2022.12.4 0:08,병원,185851.0536,450781.4412,,,,,,,,,,,,,,,,
3040000,PHMA219853040033021200001,1985.11.13,,01,영업/정상,13,영업중,,,,,02-2049-9000,9128.96,143-867,서울특별시 광진구 자양동 627번지 3호,서울특별시 광진구 자양로 85 (자양동),05056,혜민병원,2024.4.5 11:00,U,2023.12.4 0:07,종합병원,207307.2706,448107.5525,,,,,,,,,,,,,,,,
3090000,PHMA220083090033021200004,2008.3.31,,01,영업/정상,13,영업중,,,,,02-902-7510,1449.82,,"서울특별시 도봉구 방학동 719-3 렉시온프라자 2, 3, 4층","서울특별시 도봉구 도봉로152길 26, 렉시온프라자 2, 3, 4층 (방학동)",01332,의성한방병원,2024.4.19 11:39,U,2023.12.3 22:01,한방병원,203922.0417,462985.3399,,,,,,,,,,,,,,,,
3150000,PHMA220103150037021200001,2010.2.11,,01,영업/정상,13,영업중,,,,,02-2658-3929,,,서울특별시 강서구 등촌동 664번지 11호 천수빌딩,"서울특별시 강서구 화곡로61길 109, 천수빌딩 2,3,4,5층 (등촌동)",07590,새빛요양병원,2023.6.8 13:51,U,2022.12.5 23:00,요양병원(일반요양병원),186351.2271,450679.4264,,,,,,,,,,,,,,,,
3150000,PHMA220203150037021200001,2020.2.6,,01,영업/정상,13,영업중,,,,,02-3663-6786,6340.58,,서울특별시 강서구 염창동 252번지 14호,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)",07540,더서밋요양병원,2024.1.18 17:26,U,2023.11.30 22:00,요양병원(일반요양병원),188933.7623,449722.9937,,,,,,,,,,,,,,,,
3150000,PHMA220093150037021200002,2009.9.24,,01,영업/정상,13,영업중,,,,,1833-7530,4343.11,,서울특별시 강서구 화곡동 377-8 나누리강서병원,"서울특별시 강서구 가로공원로 187, 나누리강서병원 지1층~7층 (화곡동)",07718,강서케이병원,2024.4.19 18:06,U,2023.12.3 22:02,병원,185500.4984,448361.4951,,,,,,,,,,,,,,,,
3240000,PHMA220133240033021200003,2013.2.22,,01,영업/정상,13,영업중,,,,,0216007511,3630.79,,,서울특별시 강동구 천호대로 1165 (길동),05356,달려라병원,2024.3.12 10:30,U,2023.12.2 23:04,병원,212386.7391,447993.909,,,,,,,,,,,,,,,,
3240000,PHMA220123240033021200001,2012.1.2,,01,영업/정상,13,영업중,,,,,02-480-5000,3773.86,,,서울특별시 강동구 풍성로37길 45 (성내동),05387,공안과병원,2024.1.23 13:31,U,2023.11.30 22:05,병원,211070.7183,447964.7357,,,,,,,,,,,,,,,,
3240000,PHMA220143240033021200001,2014.2.4,,01,영업/정상,13,영업중,,,,,02-2225-1234,13068.4,,서울특별시 강동구 둔촌동 6-2 서울요양병원,"서울특별시 강동구 진황도로61길 53, 서울요양병원 (둔촌동)",05368,한국보훈복지의료공단 서울요양병원,2024.4.5 17:32,U,2023.12.4 0:07,요양병원(일반요양병원),212987.2011,447504.9488,,,,,,,,,,,,,,,,
